Format Version,1.22,Take Name,Kiryu's radar 3 turning,Capture Frame Rate,360.000000,Export Frame Rate,360.000000,Capture Start Time,2018-07-19 10.42.05.168 AM,Total Frames in Take,6671,Total Exported Frames,6671,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
4602,12.783333,0.004084,0.196178,0.066340,-0.978313,-1.800020,0.859282,-4.298572,0.000000,-1.664416,0.841180,-4.363294,0.730438,-1.745176,0.845634,-4.156961,0.800222,-1.653550,0.834336,-4.241855,1.000000,-1.939086,0.886857,-4.429897,0.759349,-1.997871,0.888401,-4.300851,0.648126,-1.664416,0.841180,-4.363294,-1.745176,0.845634,-4.156961,-1.653550,0.834336,-4.241855,-1.939086,0.886857,-4.429897,-1.997871,0.888401,-4.300851
4603,12.786111,0.003898,0.196372,0.067336,-0.978207,-1.799975,0.859214,-4.298710,0.000000,-1.664376,0.840903,-4.363384,0.855480,-1.745221,0.845360,-4.157085,0.819227,-1.653579,0.833950,-4.241946,1.000000,-1.938930,0.887147,-4.430079,0.807611,-1.997770,0.888709,-4.301058,0.709558,-1.664376,0.840903,-4.363384,-1.745221,0.845360,-4.157085,-1.653579,0.833950,-4.241946,-1.938930,0.887147,-4.430079,-1.997770,0.888709,-4.301058
4604,12.788889,0.004694,0.195505,0.066478,-0.978436,-1.799980,0.859503,-4.298406,0.000000,-1.664478,0.841266,-4.363305,0.855480,-1.744937,0.845977,-4.156861,0.819227,-1.653440,0.834544,-4.241875,1.000000,-1.939222,0.887009,-4.429560,0.807611,-1.997819,0.888719,-4.300430,0.709558,-1.664478,0.841266,-4.363305,-1.744937,0.845977,-4.156861,-1.653440,0.834544,-4.241875,-1.939222,0.887009,-4.429560,-1.997819,0.888719,-4.300430
4605,12.791667,0.005187,0.196219,0.066849,-0.978265,-1.800031,0.859140,-4.298528,0.000000,-1.664456,0.840717,-4.363220,0.807402,-1.745200,0.845692,-4.156894,1.000000,-1.653594,0.834096,-4.241769,0.839189,-1.939063,0.886656,-4.429902,0.876174,-1.997840,0.888538,-4.300857,0.669080,-1.664456,0.840717,-4.363220,-1.745200,0.845692,-4.156894,-1.653594,0.834096,-4.241769,-1.939063,0.886656,-4.429902,-1.997840,0.888538,-4.300857
4606,12.794444,0.004105,0.196253,0.067494,-0.978219,-1.800177,0.859218,-4.298513,0.000000,-1.664602,0.840833,-4.363217,0.774458,-1.745391,0.845389,-4.156898,0.845429,-1.653775,0.833916,-4.241779,0.880986,-1.939155,0.887161,-4.429854,0.787639,-1.997960,0.888789,-4.300819,0.713921,-1.664602,0.840833,-4.363217,-1.745391,0.845389,-4.156898,-1.653775,0.833916,-4.241779,-1.939155,0.887161,-4.429854,-1.997960,0.888789,-4.300819
4607,12.797222,0.003155,0.196868,0.067081,-0.978127,-1.800171,0.859018,-4.298720,0.000000,-1.664487,0.840897,-4.363268,0.753512,-1.745562,0.845025,-4.157053,0.799938,-1.653817,0.833797,-4.241827,0.844003,-1.939003,0.887011,-4.430205,0.794164,-1.997986,0.888361,-4.301248,0.718130,-1.664487,0.840897,-4.363268,-1.745562,0.845025,-4.157053,-1.653817,0.833797,-4.241827,-1.939003,0.887011,-4.430205,-1.997986,0.888361,-4.301248
4608,12.800000,0.003762,0.196406,0.066569,-0.978253,-1.800171,0.859089,-4.298591,0.000000,-1.664540,0.840988,-4.363256,0.713734,-1.745404,0.845326,-4.156962,0.842596,-1.653739,0.834056,-4.241816,0.839004,-1.939161,0.886800,-4.429969,0.878720,-1.998011,0.888275,-4.300952,0.745293,-1.664540,0.840988,-4.363256,-1.745404,0.845326,-4.156962,-1.653739,0.834056,-4.241816,-1.939161,0.886800,-4.429969,-1.998011,0.888275,-4.300952
4609,12.802778,-0.979479,0.093378,-0.178612,0.000032,-1.800091,0.859215,-4.298759,0.000000,-1.745984,0.845670,-4.158068,0.913927,-1.663502,0.839828,-4.363682,0.868679,-1.654904,0.834678,-4.238665,0.880865,-1.991183,0.888012,-4.299669,0.907107,-1.944881,0.887886,-4.433710,0.740667,-1.745984,0.845670,-4.158068,-1.663502,0.839828,-4.363682,-1.654904,0.834678,-4.238665,-1.991183,0.888012,-4.299669,-1.944881,0.887886,-4.433710
4610,12.805556,-0.979573,0.092877,-0.178350,-0.000965,-1.800247,0.859414,-4.298638,0.000000,-1.746028,0.846197,-4.157959,0.751498,-1.663692,0.839980,-4.363621,0.715030,-1.655000,0.835095,-4.238600,0.785901,-1.991358,0.888087,-4.299468,0.826696,-1.945154,0.887711,-4.433542,0.716965,-1.746028,0.846197,-4.157959,-1.663692,0.839980,-4.363621,-1.655000,0.835095,-4.238600,-1.991358,0.888087,-4.299468,-1.945154,0.887711,-4.433542
4611,12.808333,0.005799,0.195864,0.067231,-0.978306,-1.800011,0.859130,-4.298489,0.000000,-1.664505,0.840509,-4.363269,0.766593,-1.745081,0.845770,-4.156884,0.758970,-1.653554,0.833998,-4.241819,0.839964,-1.939120,0.886652,-4.429780,0.866169,-1.997792,0.888722,-4.300691,0.708033,-1.664505,0.840509,-4.363269,-1.745081,0.845770,-4.156884,-1.653554,0.833998,-4.241819,-1.939120,0.886652,-4.429780,-1.997792,0.888722,-4.300691
4612,12.811111,0.003732,0.196818,0.066151,-0.978199,-1.800017,0.859220,-4.298697,0.000000,-1.664317,0.841221,-4.363247,0.810018,-1.745356,0.845525,-4.157021,0.796097,-1.653611,0.834318,-4.241797,0.852231,-1.938920,0.886795,-4.430195,0.862530,-1.997879,0.888242,-4.301228,0.713712,-1.664317,0.841221,-4.363247,-1.745356,0.845525,-4.157021,-1.653611,0.834318,-4.241797,-1.938920,0.886795,-4.430195,-1.997879,0.888242,-4.301228
4613,12.813889,0.004856,0.196356,0.066393,-0.978270,-1.800022,0.859139,-4.298530,0.000000,-1.664409,0.840884,-4.363189,0.720299,-1.745221,0.845684,-4.156885,0.781646,-1.653578,0.834219,-4.241737,1.000000,-1.939043,0.886572,-4.429934,0.759915,-1.997860,0.888336,-4.300906,0.642510,-1.664409,0.840884,-4.363189,-1.745221,0.845684,-4.156885,-1.653578,0.834219,-4.241737,-1.939043,0.886572,-4.429934,-1.997860,0.888336,-4.300906
4614,12.816667,-0.979599,0.092314,-0.178498,-0.001244,-1.800297,0.859302,-4.298847,0.000000,-1.746097,0.846249,-4.158145,0.812057,-1.663708,0.839956,-4.363784,0.715318,-1.655040,0.835177,-4.238757,0.822815,-1.991436,0.887782,-4.299742,0.847271,-1.945202,0.887349,-4.433806,0.636437,-1.746097,0.846249,-4.158145,-1.663708,0.839956,-4.363784,-1.655040,0.835177,-4.238757,-1.991436,0.887782,-4.299742,-1.945202,0.887349,-4.433806
4615,12.819444,0.004746,0.196479,0.066974,-0.978207,-1.800000,0.859363,-4.298462,0.000000,-1.664388,0.840986,-4.363091,0.871625,-1.745254,0.845787,-4.156808,0.801964,-1.653600,0.834257,-4.241638,0.872584,-1.938953,0.887005,-4.429894,0.814334,-1.997806,0.888779,-4.300882,0.732529,-1.664388,0.840986,-4.363091,-1.745254,0.845787,-4.156808,-1.653600,0.834257,-4.241638,-1.938953,0.887005,-4.429894,-1.997805,0.888779,-4.300882
4616,12.822222,-0.979648,0.091523,-0.178638,0.001118,-1.800340,0.858938,-4.298859,0.000000,-1.746205,0.845407,-4.158177,0.763697,-1.663661,0.840200,-4.363784,0.698619,-1.655067,0.834902,-4.238773,0.768890,-1.991547,0.886962,-4.299765,1.000000,-1.945220,0.887219,-4.433796,0.616002,-1.746205,0.845407,-4.158177,-1.663661,0.840200,-4.363784,-1.655067,0.834902,-4.238773,-1.991547,0.886962,-4.299765,-1.945220,0.887219,-4.433796
4617,12.825000,0.003552,0.196299,0.067001,-0.978246,-1.800125,0.859045,-4.298615,0.000000,-1.664518,0.840878,-4.363314,0.720615,-1.745344,0.845156,-4.157004,0.743887,-1.653702,0.833866,-4.241881,0.808927,-1.939116,0.886940,-4.429952,0.794358,-1.997943,0.888383,-4.300924,0.680144,-1.664518,0.840878,-4.363314,-1.745344,0.845156,-4.157004,-1.653702,0.833866,-4.241881,-1.939116,0.886940,-4.429952,-1.997943,0.888383,-4.300924
4618,12.827778,0.005750,0.195861,0.066931,-0.978328,-1.799986,0.859348,-4.298477,0.000000,-1.664470,0.840808,-4.363259,0.750291,-1.745047,0.846025,-4.156873,0.817163,-1.653514,0.834307,-4.241809,0.842974,-1.939113,0.886783,-4.429768,0.801623,-1.997786,0.888819,-4.300678,0.684852,-1.664470,0.840808,-4.363259,-1.745047,0.846025,-4.156873,-1.653514,0.834307,-4.241809,-1.939113,0.886783,-4.429768,-1.997786,0.888819,-4.300678
4619,12.830556,0.005083,0.196678,0.067519,-0.978128,-1.799951,0.859040,-4.298670,0.000000,-1.664337,0.840469,-4.363237,0.724494,-1.745275,0.845464,-4.156988,0.804855,-1.653602,0.833784,-4.241778,0.843350,-1.938820,0.886787,-4.430167,0.898418,-1.997720,0.888693,-4.301179,0.677531,-1.664337,0.840469,-4.363237,-1.745275,0.845464,-4.156988,-1.653602,0.833784,-4.241778,-1.938820,0.886787,-4.430167,-1.997720,0.888693,-4.301179
4620,12.833333,0.004608,0.196502,0.066415,-0.978241,-1.800104,0.859085,-4.298632,0.000000,-1.664468,0.840867,-4.363255,0.744144,-1.745349,0.845565,-4.156976,0.792221,-1.653677,0.834145,-4.241803,0.826684,-1.939083,0.886573,-4.430068,0.821793,-1.997943,0.888273,-4.301059,0.659243,-1.664468,0.840867,-4.363255,-1.745349,0.845565,-4.156976,-1.653677,0.834145,-4.241803,-1.939083,0.886573,-4.430068,-1.997943,0.888273,-4.301059
4621,12.836111,0.005182,0.196449,0.066344,-0.978253,-1.799944,0.859384,-4.298625,0.000000,-1.664322,0.841081,-4.363251,0.854532,-1.745163,0.846022,-4.156963,0.867612,-1.653509,0.834497,-4.241794,0.898644,-1.938945,0.886734,-4.430067,0.908697,-1.997781,0.888586,-4.301048,0.797562,-1.664322,0.841081,-4.363251,-1.745163,0.846022,-4.156963,-1.653509,0.834497,-4.241794,-1.938945,0.886734,-4.430067,-1.997781,0.888586,-4.301048
4622,12.838889,0.003801,0.196506,0.066455,-0.978241,-1.800106,0.859342,-4.298666,0.000000,-1.664458,0.841260,-4.363302,0.904824,-1.745363,0.845609,-4.157025,0.822260,-1.653679,0.834347,-4.241859,0.859312,-1.939075,0.887006,-4.430075,0.901411,-1.997951,0.888486,-4.301070,0.761251,-1.664458,0.841260,-4.363302,-1.745363,0.845609,-4.157025,-1.653679,0.834347,-4.241859,-1.939076,0.887006,-4.430075,-1.997951,0.888486,-4.301070
4623,12.841667,0.005140,0.196076,0.067871,-0.978224,-1.799952,0.859373,-4.298709,0.000000,-1.664430,0.840714,-4.363444,0.836426,-1.745113,0.845744,-4.157095,0.893477,-1.653552,0.834009,-4.241999,0.894747,-1.938962,0.887233,-4.430035,0.917786,-1.997703,0.889167,-4.300974,0.768455,-1.664430,0.840714,-4.363444,-1.745113,0.845744,-4.157096,-1.653552,0.834009,-4.241999,-1.938962,0.887233,-4.430035,-1.997703,0.889167,-4.300974
4624,12.844444,0.003262,0.197091,0.067103,-0.978081,-1.800131,0.859088,-4.298668,0.000000,-1.664420,0.840940,-4.363153,0.776373,-1.745586,0.845123,-4.156974,0.789847,-1.653805,0.833866,-4.241704,0.837683,-1.938902,0.887063,-4.430221,0.774221,-1.997942,0.888448,-4.301290,0.673406,-1.664420,0.840940,-4.363153,-1.745586,0.845123,-4.156974,-1.653805,0.833866,-4.241704,-1.938902,0.887063,-4.430221,-1.997942,0.888448,-4.301290
4625,12.847222,0.003427,0.196589,0.066301,-0.978236,-1.800044,0.859206,-4.298774,0.000000,-1.664374,0.841228,-4.363393,0.922255,-1.745326,0.845405,-4.157130,0.944382,-1.653619,0.834240,-4.241952,0.920569,-1.938999,0.886895,-4.430194,0.890967,-1.997902,0.888264,-4.301200,1.000000,-1.664374,0.841228,-4.363392,-1.745326,0.845405,-4.157130,-1.653619,0.834240,-4.241952,-1.938998,0.886895,-4.430194,-1.997902,0.888264,-4.301200
4626,12.850000,0.004842,0.196603,0.066818,-0.978192,-1.799944,0.858937,-4.298683,0.000000,-1.664311,0.840580,-4.363275,0.825163,-1.745227,0.845414,-4.157012,0.890444,-1.653549,0.833886,-4.241818,0.909652,-1.938873,0.886507,-4.430155,0.825686,-1.997756,0.888300,-4.301157,0.720267,-1.664311,0.840580,-4.363275,-1.745227,0.845414,-4.157012,-1.653549,0.833886,-4.241818,-1.938873,0.886507,-4.430155,-1.997756,0.888300,-4.301157
4627,12.852778,0.004829,0.196432,0.066930,-0.978219,-1.800129,0.859124,-4.298587,0.000000,-1.664523,0.840743,-4.363227,0.811483,-1.745366,0.845575,-4.156936,0.884046,-1.653721,0.834036,-4.241775,0.895238,-1.939097,0.886736,-4.430009,0.822411,-1.997936,0.888529,-4.300991,0.715850,-1.664523,0.840743,-4.363227,-1.745366,0.845575,-4.156936,-1.653721,0.834036,-4.241775,-1.939097,0.886736,-4.430009,-1.997936,0.888529,-4.300991
4628,12.855556,0.004646,0.196428,0.066436,-0.978254,-1.800094,0.859085,-4.298643,0.000000,-1.664468,0.840857,-4.363286,0.763464,-1.745317,0.845570,-4.156994,0.779714,-1.653659,0.834141,-4.241835,0.839774,-1.939091,0.886573,-4.430060,0.830954,-1.997931,0.888284,-4.301042,0.658126,-1.664468,0.840857,-4.363286,-1.745317,0.845570,-4.156994,-1.653659,0.834141,-4.241835,-1.939091,0.886573,-4.430060,-1.997931,0.888284,-4.301042
4629,12.858333,0.005062,0.196410,0.067559,-0.978179,-1.800031,0.859253,-4.298656,0.000000,-1.664453,0.840679,-4.363298,1.000000,-1.745280,0.845661,-4.157004,0.728302,-1.653654,0.833983,-4.241846,0.790989,-1.938970,0.887022,-4.430075,0.871644,-1.997799,0.888920,-4.301054,0.642985,-1.664453,0.840679,-4.363298,-1.745280,0.845661,-4.157004,-1.653654,0.833983,-4.241846,-1.938970,0.887022,-4.430075,-1.997799,0.888920,-4.301054
4630,12.861111,0.004783,0.196213,0.067359,-0.978233,-1.800046,0.859273,-4.298592,0.000000,-1.664483,0.840800,-4.363294,0.778705,-1.745235,0.845639,-4.156968,0.877339,-1.653635,0.834049,-4.241848,0.837871,-1.939048,0.887037,-4.429946,0.871266,-1.997830,0.888841,-4.300903,1.000000,-1.664483,0.840800,-4.363294,-1.745235,0.845639,-4.156968,-1.653635,0.834049,-4.241848,-1.939048,0.887037,-4.429946,-1.997830,0.888841,-4.300903
4631,12.863889,0.004797,0.196412,0.066367,-0.978261,-1.800142,0.859271,-4.298566,0.000000,-1.664519,0.841032,-4.363210,0.710449,-1.745357,0.845806,-4.156916,0.869562,-1.653703,0.834356,-4.241758,0.861085,-1.939149,0.886707,-4.429984,0.859842,-1.997982,0.888454,-4.300963,0.709646,-1.664519,0.841032,-4.363210,-1.745357,0.845806,-4.156916,-1.653703,0.834356,-4.241758,-1.939149,0.886707,-4.429984,-1.997982,0.888454,-4.300963
4632,12.866667,0.003163,0.196804,0.066544,-0.978177,-1.800147,0.859014,-4.298736,0.000000,-1.664453,0.841022,-4.363300,0.794330,-1.745502,0.845109,-4.157073,0.760071,-1.653758,0.833959,-4.241858,0.840418,-1.939028,0.886832,-4.430206,0.835859,-1.997993,0.888148,-4.301240,0.707975,-1.664453,0.841022,-4.363300,-1.745502,0.845109,-4.157073,-1.653758,0.833959,-4.241858,-1.939028,0.886832,-4.430206,-1.997993,0.888148,-4.301240
4633,12.869444,-0.979603,0.092566,-0.178352,0.000030,-1.800244,0.859240,-4.298878,0.000000,-1.746037,0.845816,-4.158214,0.888991,-1.663660,0.840057,-4.363873,0.826106,-1.654985,0.834951,-4.238859,0.832805,-1.991383,0.887729,-4.299689,0.888329,-1.945155,0.887644,-4.433756,0.697167,-1.746037,0.845816,-4.158214,-1.663660,0.840057,-4.363873,-1.654985,0.834951,-4.238859,-1.991383,0.887729,-4.299689,-1.945155,0.887644,-4.433756
4634,12.872222,0.004725,0.196282,0.066872,-0.978253,-1.800060,0.859193,-4.298586,0.000000,-1.664470,0.840847,-4.363269,0.773294,-1.745254,0.845624,-4.156953,0.881539,-1.653631,0.834117,-4.241821,0.888687,-1.939071,0.886809,-4.429961,0.764972,-1.997872,0.888567,-4.300926,0.763613,-1.664470,0.840847,-4.363269,-1.745254,0.845624,-4.156953,-1.653631,0.834117,-4.241821,-1.939071,0.886809,-4.429961,-1.997872,0.888567,-4.300926
4635,12.875000,0.004662,0.196475,0.066480,-0.978241,-1.800059,0.859122,-4.298706,0.000000,-1.664430,0.840879,-4.363336,0.725050,-1.745297,0.845605,-4.157052,0.794135,-1.653632,0.834165,-4.241883,0.841505,-1.939041,0.886621,-4.430136,0.837533,-1.997894,0.888339,-4.301124,0.716944,-1.664430,0.840879,-4.363336,-1.745297,0.845605,-4.157052,-1.653632,0.834165,-4.241883,-1.939041,0.886621,-4.430136,-1.997894,0.888339,-4.301124
4636,12.877778,0.004565,0.196085,0.067272,-0.978266,-1.799984,0.859219,-4.298625,0.000000,-1.664431,0.840807,-4.363367,0.725050,-1.745136,0.845541,-4.157020,0.794135,-1.653552,0.834010,-4.241926,0.841505,-1.939023,0.887000,-4.429935,0.837533,-1.997776,0.888736,-4.300878,0.716944,-1.664431,0.840807,-4.363367,-1.745136,0.845541,-4.157020,-1.653552,0.834010,-4.241926,-1.939023,0.887000,-4.429935,-1.997776,0.888736,-4.300878
4637,12.880556,0.004384,0.196205,0.066434,-0.978300,-1.800005,0.859262,-4.298700,0.000000,-1.664405,0.841084,-4.363409,0.826984,-1.745167,0.845677,-4.157081,0.764689,-1.653543,0.834303,-4.241967,0.832271,-1.939060,0.886806,-4.430043,0.883313,-1.997846,0.888440,-4.301000,0.632767,-1.664405,0.841084,-4.363409,-1.745167,0.845677,-4.157082,-1.653544,0.834303,-4.241967,-1.939060,0.886806,-4.430043,-1.997846,0.888440,-4.301000
4638,12.883333,0.002749,0.196809,0.066598,-0.978173,-1.800204,0.859049,-4.298767,0.000000,-1.664504,0.841118,-4.363337,0.854305,-1.745567,0.845030,-4.157113,0.854342,-1.653817,0.833955,-4.241900,1.000000,-1.939077,0.886968,-4.430223,0.838938,-1.998051,0.888174,-4.301260,0.686164,-1.664504,0.841118,-4.363337,-1.745567,0.845030,-4.157113,-1.653817,0.833955,-4.241900,-1.939077,0.886968,-4.430223,-1.998051,0.888174,-4.301260
4639,12.886111,0.004736,0.196225,0.066587,-0.978284,-1.800037,0.859408,-4.298672,0.000000,-1.664445,0.841129,-4.363369,0.908590,-1.745205,0.845888,-4.157045,0.829286,-1.653587,0.834421,-4.241923,0.895900,-1.939080,0.886930,-4.430033,0.874982,-1.997866,0.888672,-4.300990,0.724659,-1.664445,0.841129,-4.363369,-1.745205,0.845888,-4.157045,-1.653587,0.834421,-4.241923,-1.939080,0.886930,-4.430033,-1.997866,0.888672,-4.300990
4640,12.888889,0.004680,0.196198,0.066312,-0.978308,-1.800007,0.859318,-4.298595,0.000000,-1.664408,0.841116,-4.363300,0.897627,-1.745159,0.845828,-4.156971,0.863549,-1.653539,0.834413,-4.241854,0.912093,-1.939073,0.886763,-4.429948,0.849159,-1.997852,0.888470,-4.300901,0.702124,-1.664408,0.841116,-4.363300,-1.745159,0.845828,-4.156971,-1.653539,0.834413,-4.241854,-1.939073,0.886763,-4.429948,-1.997852,0.888470,-4.300901
4641,12.891667,-0.979611,0.092644,-0.178259,-0.001630,-1.800130,0.859346,-4.298757,0.000000,-1.745863,0.846334,-4.158076,0.849110,-1.663592,0.839854,-4.363756,0.914469,-1.654859,0.835143,-4.238731,0.917834,-1.991247,0.887975,-4.299565,0.912181,-1.945086,0.887426,-4.433653,0.752405,-1.745863,0.846334,-4.158076,-1.663592,0.839854,-4.363756,-1.654859,0.835143,-4.238731,-1.991247,0.887975,-4.299565,-1.945086,0.887426,-4.433653
4642,12.894444,0.003444,0.196404,0.066317,-0.978272,-1.800107,0.859151,-4.298650,0.000000,-1.664463,0.841168,-4.363320,0.786026,-1.745336,0.845348,-4.157027,0.690969,-1.653661,0.834179,-4.241884,0.809291,-1.939111,0.886844,-4.430018,0.744547,-1.997965,0.888215,-4.301002,0.632879,-1.664463,0.841168,-4.363320,-1.745336,0.845348,-4.157027,-1.653661,0.834179,-4.241884,-1.939111,0.886844,-4.430018,-1.997965,0.888215,-4.301002
4643,12.897222,0.003838,0.196603,0.066415,-0.978224,-1.800112,0.859310,-4.298692,0.000000,-1.664451,0.841230,-4.363300,0.899316,-1.745396,0.845595,-4.157039,0.898026,-1.653695,0.834330,-4.241855,0.913101,-1.939059,0.886953,-4.430130,0.838276,-1.997959,0.888442,-4.301136,0.760651,-1.664451,0.841230,-4.363300,-1.745396,0.845595,-4.157039,-1.653695,0.834330,-4.241855,-1.939059,0.886953,-4.430130,-1.997959,0.888442,-4.301136
4644,12.900000,0.005153,0.196432,0.066407,-0.978253,-1.800111,0.859262,-4.298621,0.000000,-1.664493,0.840949,-4.363253,0.905790,-1.745328,0.845881,-4.156961,0.824482,-1.653677,0.834354,-4.241796,0.895863,-1.939112,0.886638,-4.430057,0.825478,-1.997945,0.888486,-4.301037,0.744187,-1.664493,0.840949,-4.363253,-1.745328,0.845881,-4.156961,-1.653677,0.834354,-4.241796,-1.939112,0.886638,-4.430057,-1.997945,0.888486,-4.301037
4645,12.902778,0.005219,0.196020,0.066427,-0.978333,-1.800075,0.859331,-4.298570,0.000000,-1.664512,0.841006,-4.363316,0.794038,-1.745173,0.845956,-4.156956,0.802714,-1.653594,0.834418,-4.241868,0.856488,-1.939186,0.886707,-4.429890,0.835339,-1.997909,0.888567,-4.300820,0.727142,-1.664512,0.841006,-4.363316,-1.745173,0.845956,-4.156956,-1.653594,0.834418,-4.241868,-1.939186,0.886707,-4.429890,-1.997909,0.888567,-4.300820
4646,12.905556,0.004381,0.196161,0.066864,-0.978280,-1.800190,0.859130,-4.298634,0.000000,-1.664610,0.840849,-4.363356,0.841251,-1.745353,0.845473,-4.157022,0.883096,-1.653746,0.834038,-4.241916,0.889394,-1.939232,0.886815,-4.429962,0.888557,-1.998007,0.888476,-4.300913,0.701472,-1.664610,0.840849,-4.363356,-1.745353,0.845473,-4.157022,-1.653746,0.834038,-4.241916,-1.939232,0.886815,-4.429962,-1.998007,0.888476,-4.300913
4647,12.908333,0.004572,0.195754,0.066771,-0.978367,-1.799986,0.859225,-4.298646,0.000000,-1.664459,0.840936,-4.363478,0.787783,-1.745026,0.845624,-4.157076,0.868789,-1.653490,0.834169,-4.242044,0.857774,-1.939144,0.886847,-4.429865,0.824435,-1.997808,0.888547,-4.300766,0.763441,-1.664459,0.840936,-4.363478,-1.745026,0.845624,-4.157076,-1.653490,0.834169,-4.242044,-1.939144,0.886847,-4.429865,-1.997808,0.888547,-4.300766
4648,12.911111,0.005694,0.196212,0.066034,-0.978319,-1.799965,0.859166,-4.298581,0.000000,-1.664372,0.840848,-4.363264,0.925126,-1.745100,0.845981,-4.156936,0.880918,-1.653488,0.834402,-4.241806,0.906460,-1.939051,0.886315,-4.429975,0.914495,-1.997815,0.888285,-4.300926,0.777261,-1.664372,0.840848,-4.363264,-1.745100,0.845981,-4.156936,-1.653488,0.834402,-4.241806,-1.939051,0.886315,-4.429975,-1.997815,0.888285,-4.300926
4649,12.913889,0.004623,0.196342,0.066629,-0.978258,-1.800117,0.859120,-4.298647,0.000000,-1.664509,0.840850,-4.363315,0.805276,-1.745322,0.845566,-4.157009,0.809460,-1.653682,0.834115,-4.241866,1.000000,-1.939126,0.886677,-4.430037,0.805955,-1.997944,0.888392,-4.301009,0.701868,-1.664509,0.840850,-4.363315,-1.745322,0.845566,-4.157009,-1.653682,0.834115,-4.241866,-1.939126,0.886677,-4.430037,-1.997944,0.888392,-4.301009
4650,12.916667,0.005353,0.196367,0.066380,-0.978266,-1.799978,0.859152,-4.298664,0.000000,-1.664370,0.840810,-4.363311,0.785384,-1.745173,0.845826,-4.157009,0.826726,-1.653535,0.834262,-4.241853,1.000000,-1.939000,0.886480,-4.430089,0.804597,-1.997811,0.888381,-4.301060,0.748778,-1.664370,0.840810,-4.363311,-1.745173,0.845826,-4.157009,-1.653535,0.834262,-4.241853,-1.939000,0.886480,-4.430089,-1.997811,0.888381,-4.301060
4651,12.919444,-0.979566,0.092723,-0.178473,-0.000613,-1.800066,0.859435,-4.298705,0.000000,-1.745885,0.846155,-4.158017,0.795044,-1.663484,0.840099,-4.363657,0.774531,-1.654828,0.835141,-4.238636,1.000000,-1.991189,0.888027,-4.299576,0.876583,-1.944944,0.887753,-4.433636,0.726419,-1.745885,0.846155,-4.158017,-1.663484,0.840099,-4.363657,-1.654828,0.835141,-4.238636,-1.991189,0.888027,-4.299576,-1.944944,0.887753,-4.433636
4652,12.922222,0.003973,0.196160,0.066581,-0.978301,-1.800022,0.859050,-4.298689,0.000000,-1.664426,0.840910,-4.363419,0.840091,-1.745181,0.845335,-4.157084,0.818107,-1.653562,0.834024,-4.241982,0.759154,-1.939078,0.886725,-4.430004,0.915111,-1.997860,0.888255,-4.300957,0.754240,-1.664426,0.840910,-4.363419,-1.745181,0.845335,-4.157084,-1.653562,0.834024,-4.241982,-1.939078,0.886725,-4.430004,-1.997860,0.888255,-4.300957
4653,12.925000,0.004114,0.196410,0.066079,-0.978284,-1.800122,0.859159,-4.298791,0.000000,-1.664479,0.841113,-4.363447,0.891306,-1.745336,0.845566,-4.157153,0.787030,-1.653666,0.834297,-4.242002,0.847003,-1.939142,0.886640,-4.430186,0.905021,-1.997986,0.888180,-4.301167,0.737340,-1.664479,0.841113,-4.363447,-1.745336,0.845566,-4.157153,-1.653666,0.834297,-4.242002,-1.939142,0.886640,-4.430186,-1.997986,0.888180,-4.301167
